Product_Code,Date,Order_Demand
Product_1659,03/10/2016,12
Product_0608,03/10/2016,5
Product_0932,03/10/2016,1000
Product_0361,03/10/2016,1
Product_1435,03/10/2016,1000
Product_0713,03/10/2016,45
Product_0707,03/10/2016,25
Product_1345,03/10/2016,3000
Product_1481,03/10/2016,1000
Product_0033,03/10/2016,3000
Product_1544,03/10/2016,250
Product_0228,03/10/2016,150
Product_0495,03/10/2016,4
Product_1804,03/10/2016,6
Product_2032,03/10/2016,30000
Product_0943,03/10/2016,1000
Product_1175,03/10/2016,30
Product_1661,03/10/2016,12
Product_0973,03/10/2016,500
Product_2004,03/10/2016,1000
Product_0431,03/10/2016,100
Product_1023,03/10/2016,200
Product_1416,03/10/2016,100
Product_1359,03/10/2016,100000
Product_1268,03/10/2016,1000
Product_0792,03/10/2016,100
Product_1346,03/10/2016,1000
Product_1290,03/10/2016,3000
Product_1314,03/10/2016,1000
Product_1392,03/10/2016,1000
Product_1555,03/10/2016,3000
Product_1391,03/10/2016,400
Product_1242,03/10/2016,1000
Product_1492,03/10/2016,500
Product_0172,03/10/2016,2
Product_1456,03/10/2016,12500
Product_0200,03/10/2016,50
Product_0211,03/10/2016,100
Product_1429,03/10/2016,1000
Product_1453,03/10/2016,25000
Product_1493,03/10/2016,500
Product_0407,03/10/2016,3000
Product_0977,03/10/2016,0
Product_0845,03/10/2016,5000
Product_0287,03/10/2016,1000
Product_1678,03/10/2016,100
Product_0286,03/10/2016,500
Product_1429,03/10/2016,1500
Product_1678,03/10/2016,200
Product_2120,03/10/2016,20
Product_2116,03/10/2016,20
Product_2168,03/10/2016,200
Product_1992,03/10/2016,1000
Product_1032,03/10/2016,1000
Product_0141,03/10/2016,200
Product_2118,03/10/2016,50
Product_1381,03/10/2016,5000
Product_1377,03/10/2016,5000
Product_0940,03/10/2016,200
Product_0304,03/10/2016,4
Product_1295,03/10/2016,30000
Product_1294,03/10/2016,30000
Product_2010,03/10/2016,100
Product_1232,03/10/2016,1000
Product_1452,03/10/2016,5000
Product_1144,03/10/2016,2
Product_0236,03/10/2016,12
Product_1401,03/10/2016,1000
Product_1355,03/10/2016,50000
Product_0791,03/10/2016,100
Product_1970,03/10/2016,1000
Product_0792,03/10/2016,5
Product_1378,03/10/2016,25000
Product_0410,03/10/2016,10
Product_0096,03/10/2016,250
Product_1540,03/10/2016,900
Product_1554,03/10/2016,1000
Product_1134,03/10/2016,100
Product_0776,03/10/2016,10
Product_1303,03/10/2016,300
Product_1389,03/10/2016,200
Product_1415,03/10/2016,200
Product_1473,03/10/2016,100
Product_1381,03/10/2016,10000
Product_1247,03/10/2016,4000
Product_1403,03/10/2016,3000
Product_0795,03/10/2016,100
Product_0767,03/10/2016,25
Product_1378,03/10/2016,10000
Product_0843,03/10/2016,10
Product_0839,03/10/2016,20
Product_1656,03/10/2016,24
Product_1359,03/10/2016,10000
Product_1304,03/10/2016,100
Product_1307,03/10/2016,100
Product_1308,03/10/2016,100
Product_0013,03/10/2016,200
Product_0820,03/10/2016,1
Product_1456,03/10/2016,10000
Product_0631,03/10/2016,4
Product_0942,03/10/2016,300
Product_1667,03/10/2016,10
Product_1672,03/10/2016,20
Product_1274,03/10/2016,25000
Product_1264,03/10/2016,20000
Product_0795,03/10/2016,50
Product_1359,03/10/2016,25000
Product_1393,03/10/2016,1000
Product_0792,03/10/2016,50
Product_0791,03/10/2016,50
Product_2039,03/10/2016,1
Product_1750,03/10/2016,1
Product_1767,03/10/2016,4
Product_1274,03/10/2016,5000
Product_0142,03/10/2016,10
Product_0981,03/10/2016,250
Product_1816,03/10/2016,2
Product_0615,03/10/2016,10
Product_0622,03/10/2016,13
Product_0966,03/10/2016,20
Product_2035,03/10/2016,10000
Product_0645,03/10/2016,25
Product_0867,03/10/2016,2
Product_0835,03/10/2016,100
Product_0685,03/10/2016,200
Product_0677,03/10/2016,1700
Product_1427,03/10/2016,200
Product_0265,03/10/2016,1
Product_1629,03/10/2016,300
Product_1241,03/10/2016,10000
Product_1456,03/10/2016,2500
Product_1222,03/10/2016,6000
Product_1209,03/10/2016,1000
Product_0983,03/10/2016,250
Product_1844,03/10/2016,1
Product_1196,03/10/2016,1000
Product_0432,03/10/2016,1
Product_1909,03/10/2016,43
Product_1847,03/10/2016,300
Product_1530,03/10/2016,500
Product_1470,03/10/2016,600
Product_1519,03/10/2016,1000
Product_0410,03/10/2016,40
Product_1878,03/10/2016,400
Product_1382,03/10/2016,10000
Product_0409,03/10/2016,20
Product_0408,03/10/2016,500
Product_0349,03/10/2016,10
Product_1814,03/10/2016,1
Product_0984,03/10/2016,500
Product_1571,03/10/2016,4000
Product_0817,03/10/2016,1
Product_0186,03/10/2016,10
Product_0185,03/10/2016,10
Product_0184,03/10/2016,10
Product_0183,03/10/2016,10
Product_0181,03/10/2016,10
Product_1430,03/10/2016,800
Product_1248,03/10/2016,10000
Product_1164,03/10/2016,20000
Product_0644,03/10/2016,2
Product_1093,03/10/2016,80
Product_2114,03/10/2016,128
Product_2111,03/10/2016,192
Product_2109,03/10/2016,128
Product_0188,03/10/2016,10
Product_1777,03/10/2016,6
Product_0361,03/10/2016,50
Product_0183,03/10/2016,200
Product_0979,03/10/2016,400
Product_0141,03/10/2016,100
Product_0226,03/10/2016,50
Product_1504,03/10/2016,500
Product_1451,03/10/2016,10000
Product_1356,03/10/2016,3000
Product_1456,03/10/2016,2000
Product_1382,03/10/2016,16000
Product_1372,03/10/2016,600
Product_1295,03/10/2016,1000
Product_2103,03/10/2016,10
Product_0931,03/10/2016,20000
Product_0337,03/10/2016,1
Product_1377,03/10/2016,2000
Product_2039,03/10/2016,5
Product_0363,03/10/2016,1
Product_0083,03/10/2016,5000
Product_0083,03/10/2016,3000
Product_0325,03/10/2016,6
Product_0325,03/10/2016,5
Product_1681,03/10/2016,2
Product_1720,03/10/2016,1
Product_0334,03/10/2016,1
Product_0341,03/10/2016,4
Product_0211,03/10/2016,50
Product_0979,03/10/2016,0
Product_0213,03/10/2016,50
Product_1222,03/10/2016,200
Product_0202,03/10/2016,50
Product_0122,03/10/2016,50
Product_1061,03/10/2016,12
Product_0408,03/10/2016,125
Product_1052,03/10/2016,12
Product_1463,03/10/2016,1500
Product_1540,03/10/2016,500
Product_0123,03/10/2016,250
Product_0140,03/10/2016,48
Product_0338,03/10/2016,1
Product_1512,03/10/2016,500
Product_0788,03/10/2016,10
Product_1242,03/10/2016,5000
Product_1451,03/10/2016,4000
Product_1295,03/10/2016,300
Product_1687,03/10/2016,15
Product_0111,03/10/2016,6
Product_0628,03/10/2016,2
Product_0198,03/10/2016,6
Product_2082,03/10/2016,50
Product_0096,03/10/2016,3000
Product_0070,03/10/2016,1000
Product_1981,03/10/2016,600
Product_0206,03/10/2016,40
Product_1248,03/10/2016,1000
Product_1359,03/10/2016,11000
Product_0159,03/10/2016,16
Product_0159,03/10/2016,100
Product_1467,03/10/2016,3000
Product_1891,03/10/2016,16
Product_0407,03/10/2016,100
Product_1430,03/10/2016,4000
Product_1372,03/10/2016,4000
Product_0977,03/10/2016,1500
Product_1614,03/10/2016,10
Product_0016,03/10/2016,300
Product_0940,03/10/2016,2000
Product_1387,03/10/2016,900
Product_0136,03/10/2016,4
Product_1312,03/10/2016,500
Product_1403,03/10/2016,35000
Product_1612,03/10/2016,1000
Product_1612,03/10/2016,3000
Product_1294,03/10/2016,5000
Product_1868,03/10/2016,1
Product_1377,03/10/2016,6000
Product_1635,03/10/2016,5000
Product_1512,03/10/2016,2000
Product_0973,03/10/2016,1200
Product_0276,03/10/2016,40
Product_0281,03/10/2016,10
Product_1278,03/10/2016,2000
Product_1675,03/10/2016,1
Product_1222,03/10/2016,300
Product_0159,03/10/2016,2
Product_1594,03/10/2016,100
Product_0160,03/10/2016,1
Product_0743,03/10/2016,50
Product_0824,03/10/2016,1
Product_1787,03/10/2016,25000
Product_1513,03/10/2016,10000
Product_1410,03/10/2016,10000
Product_1250,03/10/2016,20000
Product_1501,03/10/2016,1000
Product_1281,03/10/2016,2000
Product_0408,03/10/2016,1500
Product_1469,03/10/2016,100
Product_1570,03/10/2016,2000
Product_0410,03/10/2016,20
Product_1463,03/10/2016,6000
Product_0021,03/10/2016,5000
Product_2165,03/10/2016,10
Product_1094,03/10/2016,10
Product_1478,03/10/2016,200
Product_2102,03/10/2016,10
Product_2127,03/10/2016,3
Product_1377,03/10/2016,15000
Product_2144,03/10/2016,5
Product_1378,03/10/2016,15000
Product_2089,03/10/2016,12
Product_1453,03/10/2016,10000
Product_1554,03/10/2016,5000
Product_0893,03/10/2016,10
Product_0889,03/10/2016,350
Product_1279,03/10/2016,1000
Product_1555,03/10/2016,5000
Product_0892,03/10/2016,190
Product_0894,03/10/2016,70
Product_1520,03/10/2016,6000
Product_1521,03/10/2016,2000
Product_1017,03/10/2016,200
Product_0976,03/10/2016,500
Product_0631,03/10/2016,10
Product_1116,03/10/2016,8
Product_1991,03/10/2016,100
Product_1115,03/10/2016,40
Product_1113,03/10/2016,4
Product_1112,03/10/2016,4
Product_1790,03/10/2016,1000
Product_1393,03/10/2016,3000
Product_2124,03/10/2016,4
Product_1294,03/10/2016,20000
Product_1286,03/10/2016,30000
Product_1458,03/10/2016,1000
Product_1452,03/10/2016,1000
Product_1387,03/10/2016,1000
Product_1541,03/10/2016,100
Product_0453,03/10/2016,2
Product_0016,03/10/2016,2000
Product_1987,03/10/2016,300
Product_1314,03/10/2016,2000
Product_1674,03/10/2016,3
Product_1714,03/10/2016,3
Product_0993,03/10/2016,100
Product_1016,03/10/2016,200
Product_0458,03/10/2016,2
Product_1668,03/10/2016,3
Product_1869,03/10/2016,1
Product_0200,03/10/2016,143
Product_1991,03/10/2016,1000
Product_1761,03/10/2016,3
Product_0191,03/10/2016,12
Product_1749,03/10/2016,3
Product_0193,03/10/2016,404
Product_1291,03/10/2016,500
Product_0991,03/10/2016,1500
Product_0986,03/10/2016,5000
Product_0981,03/10/2016,5000
Product_0654,03/10/2016,15
Product_0025,03/10/2016,1000
Product_2065,03/10/2016,10
Product_0479,03/10/2016,100
Product_1182,03/10/2016,100
Product_0551,03/10/2016,500
Product_1739,03/10/2016,2000
Product_1776,03/10/2016,3
Product_1740,03/10/2016,1000
Product_1128,03/10/2016,3000
Product_0033,03/10/2016,1000
Product_1589,03/10/2016,500
Product_1589,03/10/2016,1000
Product_0979,03/10/2016,1000
Product_0715,03/10/2016,30
Product_1816,03/10/2016,1
Product_1815,03/10/2016,1
Product_1669,03/10/2016,12
Product_0273,03/10/2016,100
Product_1806,03/10/2016,1
Product_1039,03/10/2016,100
Product_2001,03/10/2016,300
Product_0412,03/10/2016,2
Product_1151,03/10/2016,50000
Product_0311,03/10/2016,8
Product_1772,03/10/2016,1
Product_1423,03/10/2016,400
Product_1422,03/10/2016,400
Product_1417,03/10/2016,400
Product_0578,03/10/2016,10
Product_2033,03/10/2016,20000
Product_1587,03/10/2016,1000
Product_0119,03/10/2016,2
Product_1738,03/10/2016,1000
Product_0620,03/10/2016,1
Product_0011,03/10/2016,600
Product_0409,03/10/2016,2
Product_1194,03/10/2016,200
Product_2167,03/10/2016,7
Product_0614,03/10/2016,1
Product_1315,03/10/2016,1000
Product_1430,03/10/2016,1000
Product_0935,03/10/2016,1000
Product_0407,03/10/2016,50
Product_0031,03/10/2016,500
Product_0621,03/10/2016,1
Product_2025,03/10/2016,1000
Product_0020,03/10/2016,100
Product_1776,03/10/2016,11
Product_1777,03/10/2016,3
Product_0685,03/10/2016,100
Product_1021,03/10/2016,500
Product_0368,03/10/2016,1000
Product_1744,03/10/2016,1000
Product_0062,03/10/2016,500
Product_0572,03/10/2016,5
Product_0571,03/10/2016,10
Product_0570,03/10/2016,10
Product_0823,03/10/2016,8
Product_1841,03/10/2016,2000
Product_1777,03/10/2016,12
Product_0294,03/10/2016,48
Product_0502,03/10/2016,8
Product_0294,03/10/2016,70
Product_2091,03/10/2016,20
Product_2089,03/10/2016,200
Product_1347,03/10/2016,3000
Product_1383,03/10/2016,200
Product_1483,03/10/2016,3000
Product_1264,03/10/2016,2000
Product_1454,03/10/2016,200
Product_0568,03/10/2016,10
Product_0077,03/10/2016,2000
Product_0819,03/10/2016,1
Product_2088,03/10/2016,30
Product_2085,03/10/2016,20
Product_1241,03/10/2016,9000
Product_1241,03/10/2016,7000
Product_1652,03/10/2016,10000
Product_2082,03/10/2016,200
Product_1841,03/10/2016,8000
Product_1149,03/10/2016,15000
Product_1289,03/10/2016,1000
Product_1241,03/10/2016,1000
Product_0975,03/10/2016,1000
Product_1254,03/10/2016,100
Product_1465,03/10/2016,1000
Product_0569,03/10/2016,10
Product_1836,03/10/2016,1
Product_0997,03/10/2016,6900
Product_2167,03/10/2016,22
Product_1964,03/10/2016,1
Product_0333,03/10/2016,11
Product_0765,03/10/2016,4
Product_0463,03/10/2016,12
Product_1981,03/10/2016,100
Product_1991,03/10/2016,500
Product_1235,03/10/2016,30000
Product_0453,03/10/2016,45
Product_0491,03/10/2016,15
Product_0489,03/10/2016,210
Product_0546,03/10/2016,10
Product_0349,03/10/2016,26
Product_0202,03/10/2016,1618
Product_0204,03/10/2016,541
Product_0206,03/10/2016,347
Product_0208,03/10/2016,142
Product_0209,03/10/2016,1746
Product_0213,03/10/2016,627
Product_0412,03/10/2016,20
Product_0325,03/10/2016,20
Product_2138,03/10/2016,200
Product_1134,03/10/2016,500
Product_1841,03/10/2016,1000
Product_0138,03/10/2016,76
Product_1368,03/10/2016,0
Product_0613,03/10/2016,2
Product_1470,03/10/2016,200
Product_1740,03/10/2016,12000
Product_2100,03/10/2016,50
Product_0582,03/10/2016,480
Product_0586,03/10/2016,240
Product_2098,03/10/2016,20
Product_0588,03/10/2016,120
Product_0596,03/10/2016,120
Product_1264,03/10/2016,4000
Product_0115,03/10/2016,360
Product_0110,03/10/2016,240
Product_0816,03/10/2016,10
Product_1359,03/10/2016,50000
Product_0105,03/10/2016,120
Product_1865,03/10/2016,1
Product_0981,03/10/2016,200
Product_1661,03/10/2016,2
Product_1402,03/10/2016,10000
Product_0191,03/10/2016,3000
Product_0193,03/10/2016,2000
Product_0194,03/10/2016,2000
Product_1667,03/10/2016,4
Product_0195,03/10/2016,2000
Product_1316,03/10/2016,100
Product_0118,03/10/2016,120
Product_0004,03/10/2016,200
Product_1490,03/10/2016,500
Product_1986,03/10/2016,300
Product_0012,03/10/2016,3000
Product_1995,03/10/2016,3000
Product_1866,03/10/2016,4
Product_1382,03/10/2016,500
Product_1463,03/10/2016,500
Product_0795,03/10/2016,15
Product_1093,03/10/2016,2
Product_0292,03/10/2016,48
Product_1418,03/10/2016,4000
Product_1690,03/10/2016,8
Product_1401,03/10/2016,500
Product_2167,03/10/2016,10
Product_1315,03/10/2016,500
Product_1520,03/10/2016,1000
Product_1378,03/10/2016,1000
Product_1286,03/10/2016,1000
Product_1360,03/10/2016,1000
Product_0200,03/10/2016,310
Product_0202,03/10/2016,330
Product_0213,03/10/2016,330
Product_2101,03/10/2016,20
Product_0020,03/10/2016,1000
Product_0582,03/10/2016,360
Product_1688,03/10/2016,20
Product_0192,03/10/2016,1000
Product_0497,03/10/2016,48
Product_1544,03/10/2016,1375
Product_1349,03/10/2016,15000
Product_1544,03/10/2016,625
Product_0469,03/10/2016,200
Product_1181,03/10/2016,4
Product_0250,03/10/2016,96
Product_0818,03/10/2016,10
Product_0819,03/10/2016,10
Product_0822,03/10/2016,24
Product_1107,03/10/2016,100
Product_0713,03/10/2016,10
Product_1106,03/10/2016,200
Product_1891,03/10/2016,20
Product_0817,03/10/2016,20
Product_0202,03/10/2016,2000
Product_0202,03/10/2016,1000
Product_2070,03/10/2016,27
Product_2070,03/10/2016,3
Product_1569,03/10/2016,500
Product_0288,03/10/2016,1000
Product_1722,03/10/2016,1
Product_0035,03/10/2016,100
Product_0620,03/10/2016,2
Product_1355,03/10/2016,2000
Product_1718,03/10/2016,72
Product_0776,03/10/2016,2
Product_0209,03/10/2016,2000
Product_1581,03/10/2016,10000
Product_0816,03/10/2016,20
Product_1356,03/10/2016,25000
Product_0463,03/10/2016,60
Product_1242,03/10/2016,8000
Product_1288,03/10/2016,1000
Product_0458,03/10/2016,28
Product_1478,03/10/2016,500
Product_0689,03/10/2016,10
Product_1884,03/10/2016,100
Product_0815,03/10/2016,1
Product_0816,03/10/2016,1
Product_0641,03/10/2016,3
Product_0815,03/10/2016,20
Product_1477,03/10/2016,200
Product_2015,03/10/2016,1000
Product_1391,03/10/2016,200
Product_1356,03/10/2016,4000
Product_1992,03/10/2016,300
Product_0454,03/10/2016,28
Product_1233,03/10/2016,18000
Product_1233,03/10/2016,5000
Product_1104,03/10/2016,100
Product_0613,03/10/2016,15
Product_0454,03/10/2016,76
Product_1376,03/10/2016,10000
Product_0620,03/10/2016,14
Product_0583,03/10/2016,120
Product_1243,03/10/2016,5000
Product_1378,03/10/2016,500
Product_0250,03/10/2016,312
Product_1988,03/10/2016,1000
Product_1408,03/10/2016,1000
Product_0083,03/10/2016,800000
Product_2166,03/10/2016,7
Product_1451,03/10/2016,5000
Product_0930,03/10/2016,4000
Product_2170,03/10/2016,20
Product_0251,03/10/2016,2
Product_1147,03/10/2016,50000
Product_1446,03/10/2016,1000
Product_1222,03/10/2016,500
Product_1878,03/10/2016,1000
Product_0621,03/10/2016,8
Product_1014,03/10/2016,1000
Product_0618,03/10/2016,500
Product_0781,03/10/2016,10
Product_0932,03/10/2016,8000
Product_1410,03/10/2016,500
Product_1450,03/10/2016,1000
Product_1211,03/10/2016,1000
Product_0607,03/10/2016,250
Product_1926,03/10/2016,5
Product_0840,03/10/2016,20
Product_1447,03/10/2016,5000
Product_1555,03/10/2016,1000
Product_0211,03/10/2016,18
Product_0452,03/10/2016,72
Product_0474,03/10/2016,6
Product_2124,03/10/2016,12
Product_1675,03/10/2016,5
Product_0452,03/10/2016,39
Product_1463,03/10/2016,300
Product_1099,03/10/2016,2
Product_0452,03/10/2016,33
Product_1100,03/10/2016,2
Product_0505,03/10/2016,96
Product_1378,03/10/2016,5000
Product_1802,03/10/2016,3
Product_2015,03/10/2016,3000
Product_1896,03/10/2016,6
Product_2014,03/10/2016,1500
Product_0226,03/10/2016,6
Product_0250,03/10/2016,260
Product_0227,03/10/2016,6
Product_1154,03/10/2016,4000
Product_0231,03/10/2016,6
Product_2166,03/10/2016,10
Product_0333,03/10/2016,5
Product_0037,03/10/2016,500
Product_1495,03/10/2016,10750
Product_1972,03/10/2016,1000
Product_1382,03/10/2016,5000
Product_0608,03/10/2016,1
Product_1833,03/10/2016,1500
Product_0346,03/10/2016,1
Product_1981,03/10/2016,300
Product_1839,03/10/2016,18000
Product_0739,03/10/2016,75
Product_1371,03/10/2016,600
Product_0062,03/10/2016,1500
Product_1398,03/10/2016,15000
Product_0248,03/10/2016,20
Product_1224,03/10/2016,30000
