Product_Code,Date,Order_Demand
Product_0121,01/07/2016,40
Product_1886,01/07/2016,100
Product_0241,01/07/2016,24
Product_0021,01/07/2016,500
Product_1213,01/07/2016,100
Product_1381,01/07/2016,5000
Product_0864,01/07/2016,2
Product_1359,01/07/2016,75000
Product_0495,01/07/2016,6
Product_0979,01/07/2016,1500
Product_0982,01/07/2016,850
Product_0242,01/07/2016,24
Product_0997,01/07/2016,200
Product_1342,01/07/2016,50000
Product_1407,01/07/2016,6000
Product_1432,01/07/2016,20000
Product_0241,01/07/2016,1671
Product_0242,01/07/2016,1270
Product_0215,01/07/2016,101
Product_0217,01/07/2016,59
Product_0476,01/07/2016,100
Product_1274,01/07/2016,50000
Product_1480,01/07/2016,5000
Product_1891,01/07/2016,10
Product_0083,01/07/2016,3000
Product_0308,01/07/2016,50
Product_1672,01/07/2016,2
Product_0021,01/07/2016,1000
Product_1387,01/07/2016,300
Product_1669,01/07/2016,50
Product_0747,01/07/2016,10
Product_0463,01/07/2016,100
Product_0019,01/07/2016,500
Product_1351,01/07/2016,4000
Product_1377,01/07/2016,50000
Product_1248,01/07/2016,5000
Product_0276,01/07/2016,100
Product_1299,01/07/2016,1000
Product_1388,01/07/2016,1000
Product_0402,01/07/2016,2
Product_1360,01/07/2016,20000
Product_0277,01/07/2016,60
Product_1470,01/07/2016,2400
Product_1374,01/07/2016,5000
Product_2056,01/07/2016,5
Product_1822,01/07/2016,3
Product_0131,01/07/2016,20
Product_0096,01/07/2016,2000
Product_0365,01/07/2016,3
Product_0099,01/07/2016,6000
Product_1392,01/07/2016,100
Product_1429,01/07/2016,100
Product_1788,01/07/2016,1000
Product_1432,01/07/2016,100000
Product_1829,01/07/2016,2500
Product_0349,01/07/2016,3
Product_1432,01/07/2016,70000
Product_0620,01/07/2016,1
Product_0063,01/07/2016,50000
Product_0608,01/07/2016,2
Product_0082,01/07/2016,40000
Product_0620,01/07/2016,6
Product_0098,01/07/2016,50000
Product_1772,01/07/2016,12
Product_1401,01/07/2016,800
Product_1463,01/07/2016,2000
Product_0620,01/07/2016,2
Product_0445,01/07/2016,4
Product_1453,01/07/2016,5000
Product_1478,01/07/2016,100
Product_1997,01/07/2016,2000
Product_2019,01/07/2016,100
Product_2010,01/07/2016,200
Product_1839,01/07/2016,2000
Product_0558,01/07/2016,10000
Product_1790,01/07/2016,1000
Product_0463,01/07/2016,5
Product_2005,01/07/2016,1000
Product_0979,01/07/2016,100
Product_0557,01/07/2016,10000
Product_1032,01/07/2016,100
Product_1825,01/07/2016,2500
Product_1785,01/07/2016,2500
Product_1300,01/07/2016,100
Product_0203,01/07/2016,200
Product_0095,01/07/2016,1000
Product_1636,01/07/2016,100
Product_1008,01/07/2016,5000
Product_1275,01/07/2016,100
Product_1359,01/07/2016,25000
Product_0930,01/07/2016,1000
Product_1410,01/07/2016,5000
Product_1350,01/07/2016,1000
Product_1531,01/07/2016,100
Product_1541,01/07/2016,300
Product_1731,01/07/2016,500
Product_2023,01/07/2016,100
Product_0933,01/07/2016,5000
Product_1864,01/07/2016,1
Product_1244,01/07/2016,1000
Product_1427,01/07/2016,600
Product_0408,01/07/2016,750
Product_0410,01/07/2016,20
Product_1403,01/07/2016,1000
Product_1242,01/07/2016,20000
Product_0964,01/07/2016,100
Product_1262,01/07/2016,10000
Product_1430,01/07/2016,10000
Product_0349,01/07/2016,20
Product_0269,01/07/2016,1
Product_0260,01/07/2016,10
Product_1106,01/07/2016,100
Product_0405,01/07/2016,6
Product_2001,01/07/2016,1000
Product_0068,01/07/2016,500
Product_1581,01/07/2016,10000
Product_0080,01/07/2016,500
Product_0087,01/07/2016,300
Product_1248,01/07/2016,7000
Product_2020,01/07/2016,25
Product_1424,01/07/2016,200
Product_0643,01/07/2016,1
Product_0491,01/07/2016,2
Product_1382,01/07/2016,10000
Product_1341,01/07/2016,13000
Product_1294,01/07/2016,10000
Product_1213,01/07/2016,200
Product_1518,01/07/2016,300
Product_1350,01/07/2016,3000
Product_1416,01/07/2016,200
Product_0123,01/07/2016,100
Product_0031,01/07/2016,1000
Product_1570,01/07/2016,1500
Product_0265,01/07/2016,1
Product_0942,01/07/2016,400
Product_0264,01/07/2016,1
Product_0495,01/07/2016,15
Product_0495,01/07/2016,10
Product_1017,01/07/2016,50
Product_1458,01/07/2016,2000
Product_0950,01/07/2016,500
Product_1254,01/07/2016,200
Product_1294,01/07/2016,5000
Product_1257,01/07/2016,200
Product_1377,01/07/2016,5000
Product_2031,01/07/2016,1000
Product_1286,01/07/2016,1000
Product_0620,01/07/2016,10
Product_1704,01/07/2016,2
Product_0642,01/07/2016,5
Product_0631,01/07/2016,10
Product_1638,01/07/2016,50
Product_0998,01/07/2016,20000
Product_0998,01/07/2016,100
Product_0172,01/07/2016,3
Product_1641,01/07/2016,4000
Product_1818,01/07/2016,5000
Product_1401,01/07/2016,1000
Product_0410,01/07/2016,10
Product_0408,01/07/2016,1000
Product_1463,01/07/2016,200
Product_0361,01/07/2016,1
Product_0495,01/07/2016,82
Product_1023,01/07/2016,500
Product_0664,01/07/2016,10
Product_0632,01/07/2016,1
Product_1463,01/07/2016,1000
Product_1359,01/07/2016,7000
Product_0249,01/07/2016,4
Product_0817,01/07/2016,5
Product_0021,01/07/2016,2000
Product_0943,01/07/2016,2000
Product_0954,01/07/2016,1
Product_1970,01/07/2016,3000
Product_1029,01/07/2016,100
Product_1241,01/07/2016,1000
Product_1286,01/07/2016,20000
Product_0516,01/07/2016,2
Product_1512,01/07/2016,1800
Product_1464,01/07/2016,1000
Product_1513,01/07/2016,1000
Product_1639,01/07/2016,100
Product_1355,01/07/2016,25000
Product_1259,01/07/2016,200
Product_1258,01/07/2016,200
Product_1248,01/07/2016,33000
Product_1766,01/07/2016,1000
Product_1659,01/07/2016,17
Product_1016,01/07/2016,100
Product_0982,01/07/2016,100
Product_1512,01/07/2016,1000
Product_0989,01/07/2016,200
Product_1359,01/07/2016,2000
Product_1359,01/07/2016,8000
Product_0439,01/07/2016,32
Product_1402,01/07/2016,100
Product_1352,01/07/2016,4000
Product_1309,01/07/2016,7000
Product_1304,01/07/2016,2000
Product_1512,01/07/2016,2000
Product_1387,01/07/2016,2000
Product_0993,01/07/2016,100
Product_1580,01/07/2016,100
Product_1294,01/07/2016,20000
Product_0007,01/07/2016,100
Product_0791,01/07/2016,15
Product_0619,01/07/2016,25
Product_0607,01/07/2016,25
Product_1393,01/07/2016,7000
Product_1264,01/07/2016,75000
Product_1994,01/07/2016,200
Product_0608,01/07/2016,1
Product_1287,01/07/2016,10000
Product_2014,01/07/2016,200
Product_2148,01/07/2016,300
Product_1541,01/07/2016,100
Product_1274,01/07/2016,6000
Product_0943,01/07/2016,1000
Product_1468,01/07/2016,2000
Product_0658,01/07/2016,4
Product_1415,01/07/2016,300
Product_1274,01/07/2016,5000
Product_0639,01/07/2016,10
Product_1389,01/07/2016,200
Product_1463,01/07/2016,600
Product_1512,01/07/2016,600
Product_1377,01/07/2016,10000
Product_1954,01/07/2016,8
Product_1554,01/07/2016,20000
Product_1287,01/07/2016,20000
Product_1683,01/07/2016,2
Product_0618,01/07/2016,100
Product_1295,01/07/2016,20000
Product_1151,01/07/2016,50000
Product_1463,01/07/2016,2400
Product_1512,01/07/2016,300
Product_1463,01/07/2016,300
Product_1512,01/07/2016,500
Product_1452,01/07/2016,5000
Product_1463,01/07/2016,500
Product_1281,01/07/2016,10000
Product_0957,01/07/2016,100
Product_0150,01/07/2016,6
Product_1659,01/07/2016,2
Product_2014,01/07/2016,1400
Product_0961,01/07/2016,100
Product_1803,01/07/2016,10
Product_1788,01/07/2016,2000
Product_1357,01/07/2016,1000
Product_1878,01/07/2016,100
Product_0126,01/07/2016,2000
Product_1994,01/07/2016,100
Product_1111,01/07/2016,2
Product_0943,01/07/2016,10000
Product_0677,01/07/2016,20
Product_0230,01/07/2016,4
Product_0190,01/07/2016,100
Product_0201,01/07/2016,100
Product_0016,01/07/2016,1000
Product_2013,01/07/2016,300
Product_1208,01/07/2016,1
Product_0051,01/07/2016,1000
Product_1023,01/07/2016,2000
Product_0183,01/07/2016,7
Product_1231,01/07/2016,400
Product_0600,01/07/2016,50
Product_1477,01/07/2016,100
Product_1312,01/07/2016,100
Product_1908,01/07/2016,10
Product_1248,01/07/2016,20000
Product_1969,01/07/2016,1000
Product_1502,01/07/2016,50000
Product_1659,01/07/2016,1
Product_1135,01/07/2016,10000
Product_0613,01/07/2016,40
Product_1581,01/07/2016,20000
Product_1787,01/07/2016,2500
Product_1023,01/07/2016,100
Product_0025,01/07/2016,300
Product_1969,01/07/2016,200
Product_0016,01/07/2016,300
Product_1966,01/07/2016,200
Product_1802,01/07/2016,3
Product_1560,01/07/2016,1500
Product_1227,01/07/2016,1000
Product_1834,01/07/2016,1
Product_0406,01/07/2016,100
Product_0033,01/07/2016,500
Product_1938,01/07/2016,5
Product_0821,01/07/2016,40
Product_0989,01/07/2016,100
Product_1241,01/07/2016,10000
Product_0546,01/07/2016,10
Product_1017,01/07/2016,1000
Product_2042,01/07/2016,50000
Product_1356,01/07/2016,12000
Product_0361,01/07/2016,3
Product_1469,01/07/2016,1000
Product_0086,01/07/2016,20000
Product_1470,01/07/2016,1000
Product_0460,01/07/2016,4
Product_0226,01/07/2016,200
Product_0229,01/07/2016,32
Product_0231,01/07/2016,48
Product_0929,01/07/2016,1000
Product_1356,01/07/2016,100000
Product_1490,01/07/2016,600
Product_1401,01/07/2016,600
Product_0620,01/07/2016,5
Product_0227,01/07/2016,48
Product_1451,01/07/2016,10000
Product_1359,01/07/2016,10000
Product_0720,01/07/2016,5
Product_0181,01/07/2016,250
Product_0185,01/07/2016,250
Product_0188,01/07/2016,250
Product_1302,01/07/2016,400
Product_0998,01/07/2016,8000
Product_1765,01/07/2016,200
Product_1378,01/07/2016,5000
Product_1294,01/07/2016,900
Product_1886,01/07/2016,100
Product_0335,01/07/2016,40
Product_0291,01/07/2016,128
Product_0308,01/07/2016,50
Product_1098,01/07/2016,22
Product_1453,01/07/2016,10000
Product_0622,01/07/2016,44
Product_0700,01/07/2016,25
Product_0981,01/07/2016,150
Product_1163,01/07/2016,100000
Product_0620,01/07/2016,11
Product_0620,01/07/2016,10
Product_1966,01/07/2016,900
Product_1266,01/07/2016,3000
Product_1198,01/07/2016,1000
Product_1826,01/07/2016,500
Product_1648,01/07/2016,1000
Product_0357,01/07/2016,2000
Product_1427,01/07/2016,400
Product_1278,01/07/2016,2000
Product_0586,01/07/2016,36
Product_1889,01/07/2016,100
Product_0971,01/07/2016,75
Product_1242,01/07/2016,1000
Product_0189,01/07/2016,50
Product_0744,01/07/2016,25
Product_1023,01/07/2016,300
Product_0793,01/07/2016,5
Product_1248,01/07/2016,10000
Product_0675,01/07/2016,1
Product_1360,01/07/2016,8000
Product_1866,01/07/2016,2
Product_2010,01/07/2016,100
Product_0792,01/07/2016,5
Product_0014,01/07/2016,1000
Product_0794,01/07/2016,5
Product_0795,01/07/2016,5
Product_1879,01/07/2016,400
Product_0631,01/07/2016,5
Product_0250,01/07/2016,8
Product_0334,01/07/2016,1
Product_1554,01/07/2016,2000
Product_1875,01/07/2016,1
Product_0719,01/07/2016,5
Product_0333,01/07/2016,19
Product_0316,01/07/2016,100
Product_0317,01/07/2016,100
Product_0298,01/07/2016,132
Product_1450,01/07/2016,50000
Product_1484,01/07/2016,4000
Product_1451,01/07/2016,90000
Product_0620,01/07/2016,3
Product_0713,01/07/2016,50
Product_0803,01/07/2016,3
Product_0805,01/07/2016,4
Product_0140,01/07/2016,88
Product_0805,01/07/2016,1
Product_0715,01/07/2016,5
Product_0718,01/07/2016,5
Product_1869,01/07/2016,1
Product_0790,01/07/2016,50
Product_0979,01/07/2016,100
Product_0174,01/07/2016,100
Product_1719,01/07/2016,274
Product_1540,01/07/2016,200
Product_1726,01/07/2016,36
Product_0504,01/07/2016,1
Product_0504,01/07/2016,3
Product_1453,01/07/2016,1000
Product_0313,01/07/2016,8
Product_1839,01/07/2016,1000
Product_0755,01/07/2016,25
Product_1116,01/07/2016,10
Product_1112,01/07/2016,5
Product_1815,01/07/2016,5
Product_2039,01/07/2016,2
Product_0012,01/07/2016,1000
Product_1154,01/07/2016,4000
Product_0089,01/07/2016,1000
Product_1115,01/07/2016,100
Product_1554,01/07/2016,300
Product_2039,01/07/2016,1
Product_1295,01/07/2016,10000
Product_1458,01/07/2016,500
Product_0016,01/07/2016,500
Product_1458,01/07/2016,1500
Product_1262,01/07/2016,1500
Product_1508,01/07/2016,500
Product_1286,01/07/2016,10000
Product_1656,01/07/2016,40
Product_1464,01/07/2016,1300
Product_0639,01/07/2016,1
Product_1350,01/07/2016,20000
Product_0084,01/07/2016,60000
Product_1459,01/07/2016,1000
Product_1456,01/07/2016,500
Product_1508,01/07/2016,1000
Product_1145,01/07/2016,50
Product_0986,01/07/2016,1500
Product_0981,01/07/2016,5000
Product_0976,01/07/2016,5000
Product_1492,01/07/2016,500
Product_1854,01/07/2016,2
Product_1295,01/07/2016,30000
Product_1359,01/07/2016,50000
Product_1992,01/07/2016,2000
Product_1530,01/07/2016,25
Product_2012,01/07/2016,100
Product_0083,01/07/2016,1000
Product_1315,01/07/2016,500
Product_1312,01/07/2016,1000
Product_2027,01/07/2016,200
Product_0822,01/07/2016,2
Product_0821,01/07/2016,2
Product_1016,01/07/2016,2000
Product_1025,01/07/2016,1
Product_0139,01/07/2016,20
Product_0748,01/07/2016,1
Product_0621,01/07/2016,1
Product_1430,01/07/2016,200
Product_1262,01/07/2016,200
Product_0200,01/07/2016,5
Product_0273,01/07/2016,20
Product_1526,01/07/2016,20000
Product_0981,01/07/2016,500
Product_1248,01/07/2016,1000
Product_1464,01/07/2016,1500
Product_1011,01/07/2016,100
Product_1460,01/07/2016,25000
Product_1533,01/07/2016,8000
Product_0286,01/07/2016,10
Product_0160,01/07/2016,1
Product_1368,01/07/2016,3000
Product_1470,01/07/2016,2000
Product_1180,01/07/2016,18
Product_1135,01/07/2016,2000
Product_1134,01/07/2016,200
Product_1643,01/07/2016,400
Product_1781,01/07/2016,1
Product_1465,01/07/2016,1000
Product_1550,01/07/2016,200
Product_1456,01/07/2016,1000
Product_0936,01/07/2016,15000
Product_2066,01/07/2016,132
Product_1369,01/07/2016,5000
Product_2066,01/07/2016,538
Product_0074,01/07/2016,20000
Product_1382,01/07/2016,15000
Product_1294,01/07/2016,500
Product_1520,01/07/2016,1000
Product_0471,01/07/2016,1
Product_1429,01/07/2016,200
Product_0479,01/07/2016,200
Product_1294,01/07/2016,3000
Product_0031,01/07/2016,500
Product_0620,01/07/2016,8
Product_1796,01/07/2016,200
Product_0986,01/07/2016,500
Product_0606,01/07/2016,25
Product_1882,01/07/2016,5
Product_1359,01/07/2016,35000
Product_0979,01/07/2016,14000
Product_0984,01/07/2016,22000
Product_1359,01/07/2016,5000
Product_0937,01/07/2016,2000
Product_1240,01/07/2016,300
Product_1382,01/07/2016,5000
Product_0033,01/07/2016,1000
Product_0454,01/07/2016,8
Product_0471,01/07/2016,2
Product_0505,01/07/2016,2
Product_0353,01/07/2016,35
Product_0158,01/07/2016,50
Product_1181,01/07/2016,1
Product_0651,01/07/2016,4
Product_0353,01/07/2016,11
Product_1513,01/07/2016,5000
Product_1493,01/07/2016,1000
Product_1023,01/07/2016,5000
Product_1378,01/07/2016,500
Product_1987,01/07/2016,500
Product_1445,01/07/2016,1000
Product_1441,01/07/2016,1000
Product_1554,01/07/2016,400
Product_1402,01/07/2016,300
Product_1355,01/07/2016,30000
Product_0295,01/07/2016,2
Product_0936,01/07/2016,2500
Product_1966,01/07/2016,600
Product_1570,01/07/2016,180000
Product_2110,01/07/2016,20
Product_0111,01/07/2016,120
Product_0556,01/07/2016,20000
Product_0275,01/07/2016,10
Product_0734,01/07/2016,180
Product_0613,01/07/2016,10
Product_1274,01/07/2016,10000
Product_1286,01/07/2016,5000
Product_1626,01/07/2016,500
Product_0751,01/07/2016,5
Product_0586,01/07/2016,120
Product_0734,01/07/2016,55
Product_1228,01/07/2016,1000
Product_0110,01/07/2016,240
Product_0734,01/07/2016,165
Product_1859,01/07/2016,1
Product_1841,01/07/2016,10000
Product_2095,01/07/2016,200
Product_1368,01/07/2016,1100
Product_0355,01/07/2016,4000
Product_1216,01/07/2016,1000
Product_1048,01/07/2016,60000
Product_0294,01/07/2016,26
Product_1882,01/07/2016,2
Product_0583,01/07/2016,120
Product_0829,01/07/2016,50000
Product_1215,01/07/2016,34000
Product_0301,01/07/2016,40
Product_1349,01/07/2016,4000
Product_0333,01/07/2016,1
Product_0583,01/07/2016,540
Product_0110,01/07/2016,540
Product_0596,01/07/2016,120
Product_1430,01/07/2016,3000
Product_1369,01/07/2016,10000
Product_0765,01/07/2016,4
Product_1430,01/07/2016,1800
Product_1375,01/07/2016,10000
Product_1294,01/07/2016,1000
Product_1495,01/07/2016,3000
Product_1262,01/07/2016,2000
Product_0107,01/07/2016,4000
Product_1278,01/07/2016,5000
Product_1284,01/07/2016,1000
Product_0768,01/07/2016,400
Product_1213,01/07/2016,2000
Product_1165,01/07/2016,20000
Product_0250,01/07/2016,200
Product_1825,01/07/2016,10000
Product_0373,01/07/2016,100
Product_0118,01/07/2016,120
Product_0375,01/07/2016,50
Product_0307,01/07/2016,10
Product_1430,01/07/2016,100
Product_1762,01/07/2016,8
Product_1750,01/07/2016,8
Product_1290,01/07/2016,50000
Product_1372,01/07/2016,900
Product_1981,01/07/2016,100
Product_0582,01/07/2016,360
Product_1689,01/07/2016,1
Product_0288,01/07/2016,30
Product_1458,01/07/2016,400
Product_2017,01/07/2016,1000
Product_2089,01/07/2016,2000
Product_2082,01/07/2016,1000
Product_1378,01/07/2016,1000
Product_1382,01/07/2016,1000
Product_1469,01/07/2016,200
Product_1916,01/07/2016,2
Product_0346,01/07/2016,1
Product_1917,01/07/2016,12
Product_1999,01/07/2016,1000
Product_1391,01/07/2016,200
Product_1637,01/07/2016,3000
Product_1451,01/07/2016,15000
Product_0588,01/07/2016,240
Product_1244,01/07/2016,2500
Product_1158,01/07/2016,2000
Product_1377,01/07/2016,1400
Product_1195,01/07/2016,3000
Product_0225,01/07/2016,48
Product_1555,01/07/2016,2000
Product_0495,01/07/2016,30
Product_1453,01/07/2016,30000
Product_0675,01/07/2016,2
Product_1262,01/07/2016,300
Product_1539,01/07/2016,550
Product_0761,01/07/2016,25
Product_1359,01/07/2016,300000
Product_0206,01/07/2016,200
Product_1803,01/07/2016,2
Product_1208,01/07/2016,10
Product_1435,01/07/2016,10000
Product_1401,01/07/2016,100
Product_2167,01/07/2016,15
Product_1469,01/07/2016,5000
Product_1381,01/07/2016,15000
Product_1652,01/07/2016,5000
Product_1150,01/07/2016,60000
Product_1721,01/07/2016,3
Product_1721,01/07/2016,60
Product_1233,01/07/2016,4000
Product_0457,01/07/2016,2
Product_1453,01/07/2016,2000
Product_1470,01/07/2016,1500
Product_2010,01/07/2016,1000
Product_2110,01/07/2016,16
Product_2082,01/07/2016,24
Product_2110,01/07/2016,30
Product_0225,01/07/2016,556
Product_2110,01/07/2016,654
Product_2111,01/07/2016,150
Product_2113,01/07/2016,40
Product_0214,01/07/2016,24
Product_1382,01/07/2016,20000
Product_2113,01/07/2016,10
Product_0613,01/07/2016,5
Product_0846,01/07/2016,5
Product_1970,01/07/2016,2000
Product_0427,01/07/2016,1100
Product_1359,01/07/2016,100000
Product_1895,01/07/2016,26
Product_0503,01/07/2016,2
Product_0463,01/07/2016,6
Product_0353,01/07/2016,21
Product_2166,01/07/2016,4
Product_0115,01/07/2016,360
Product_1295,01/07/2016,2000
Product_1156,01/07/2016,50000
Product_1502,01/07/2016,100000
Product_1430,01/07/2016,300
Product_2167,01/07/2016,3
Product_1125,01/07/2016,300
Product_1378,01/07/2016,20000
Product_0981,01/07/2016,18000
Product_1470,01/07/2016,500
Product_1222,01/07/2016,2000
Product_1456,01/07/2016,1500
Product_0322,01/07/2016,3
Product_1194,01/07/2016,300
Product_1991,01/07/2016,1000
Product_1458,04/07/2016,3000
Product_1359,04/07/2016,10000
Product_1360,04/07/2016,10000
Product_0200,04/07/2016,208
Product_1295,04/07/2016,20000
Product_1981,04/07/2016,100
Product_0206,04/07/2016,258
Product_1381,04/07/2016,10000
Product_1463,04/07/2016,1000
Product_2056,04/07/2016,10
Product_1250,04/07/2016,20000
Product_2095,04/07/2016,20
Product_1581,04/07/2016,1000
Product_1470,04/07/2016,1000
Product_2072,04/07/2016,170
Product_1824,04/07/2016,20000
Product_1374,04/07/2016,1000
Product_1807,04/07/2016,1
Product_1195,04/07/2016,1000
Product_1392,04/07/2016,2000
Product_1724,04/07/2016,54
Product_1495,04/07/2016,300
Product_1314,04/07/2016,2000
Product_0408,04/07/2016,500
Product_0200,04/07/2016,50
Product_0639,04/07/2016,1
Product_0123,04/07/2016,100
Product_2076,04/07/2016,50
Product_1969,04/07/2016,100
Product_1017,04/07/2016,100
Product_1458,04/07/2016,1000
Product_1504,04/07/2016,250
Product_0325,04/07/2016,4
Product_0337,04/07/2016,5
Product_1388,04/07/2016,1000
Product_0025,04/07/2016,1500
Product_1248,04/07/2016,10000
Product_1865,04/07/2016,2
Product_1887,04/07/2016,100
Product_1248,04/07/2016,5000
Product_0901,04/07/2016,50
Product_0276,04/07/2016,20
Product_0943,04/07/2016,1000
Product_1874,04/07/2016,1
Product_2082,04/07/2016,400
Product_0033,04/07/2016,500
Product_1198,04/07/2016,20000
Product_0821,04/07/2016,2
Product_1286,04/07/2016,20000
Product_1455,04/07/2016,2500
Product_1181,04/07/2016,2
Product_1222,04/07/2016,200
Product_1661,04/07/2016,12
Product_1886,04/07/2016,100
Product_2115,04/07/2016,50
Product_1163,04/07/2016,20000
Product_1356,04/07/2016,1000
Product_1794,04/07/2016,1
Product_1295,04/07/2016,1000
Product_0984,04/07/2016,300
Product_1266,04/07/2016,1000
Product_0984,04/07/2016,0
Product_1645,04/07/2016,2
Product_1541,04/07/2016,500
Product_1991,04/07/2016,100
Product_1555,04/07/2016,1000
Product_1388,04/07/2016,0
Product_1541,04/07/2016,0
Product_0928,04/07/2016,1000
Product_1262,04/07/2016,4000
Product_1378,04/07/2016,5000
Product_1268,04/07/2016,2000
Product_1382,04/07/2016,1000
Product_1453,04/07/2016,5000
Product_1456,04/07/2016,1000
Product_1295,04/07/2016,10000
Product_0609,04/07/2016,1
Product_0287,04/07/2016,20
Product_2057,04/07/2016,1
Product_1431,04/07/2016,18000
Product_1886,04/07/2016,100
Product_1394,04/07/2016,3000
Product_1134,04/07/2016,2000
Product_1419,04/07/2016,500
Product_1294,04/07/2016,1000
Product_0412,04/07/2016,3
Product_0206,04/07/2016,50
Product_1507,04/07/2016,5000
Product_1403,04/07/2016,100000
Product_0652,04/07/2016,20
Product_1298,04/07/2016,1000
Product_1499,04/07/2016,200
Product_1797,04/07/2016,10
Product_0200,04/07/2016,200
Product_1392,04/07/2016,500
Product_1294,04/07/2016,10000
Product_1377,04/07/2016,15000
Product_2010,04/07/2016,100
Product_1213,04/07/2016,500
Product_1305,04/07/2016,100
Product_0365,04/07/2016,4
Product_0608,04/07/2016,10
Product_1272,04/07/2016,1000
Product_1477,04/07/2016,100
Product_0654,04/07/2016,20
Product_1263,04/07/2016,2000
Product_0594,04/07/2016,30
Product_1263,04/07/2016,500000
Product_0250,04/07/2016,140
Product_1713,04/07/2016,1
Product_1713,04/07/2016,9
Product_0285,04/07/2016,70
Product_0290,04/07/2016,4
Product_0963,04/07/2016,100
Product_0961,04/07/2016,100
Product_0495,04/07/2016,2
Product_1986,04/07/2016,100
Product_1190,04/07/2016,2500
Product_1190,04/07/2016,500
Product_1410,04/07/2016,15000
Product_1382,04/07/2016,10000
Product_0200,04/07/2016,10
Product_1554,04/07/2016,2000
Product_2038,04/07/2016,1
Product_1513,04/07/2016,10000
Product_1224,04/07/2016,1000
Product_0458,04/07/2016,57
Product_1268,04/07/2016,1000
Product_1274,04/07/2016,1000
Product_2169,04/07/2016,5
Product_2165,04/07/2016,2
Product_0940,04/07/2016,200
Product_0463,04/07/2016,160
Product_1688,04/07/2016,10
Product_1432,04/07/2016,1000
Product_0064,04/07/2016,10000
Product_0225,04/07/2016,8
Product_1254,04/07/2016,200
Product_1257,04/07/2016,200
Product_1258,04/07/2016,200
Product_1371,04/07/2016,300
Product_1388,04/07/2016,500
Product_1470,04/07/2016,300
Product_1517,04/07/2016,200
Product_1512,04/07/2016,1300
Product_1430,04/07/2016,1500
Product_0608,04/07/2016,8
Product_1853,04/07/2016,1
Product_1499,04/07/2016,300
Product_1875,04/07/2016,1
Product_1499,04/07/2016,700
Product_0200,04/07/2016,100
Product_0176,04/07/2016,200
Product_0174,04/07/2016,200
Product_1359,04/07/2016,50000
Product_1025,04/07/2016,3
Product_2082,04/07/2016,20
Product_1580,04/07/2016,600
Product_1834,04/07/2016,2
Product_1016,04/07/2016,300
Product_2082,04/07/2016,10
Product_1315,04/07/2016,10000
Product_0450,04/07/2016,2
Product_0179,04/07/2016,300
Product_1359,04/07/2016,200000
Product_0936,04/07/2016,2500
Product_0705,04/07/2016,50
Product_1883,04/07/2016,50
Product_1882,04/07/2016,1
Product_0071,04/07/2016,10000
Product_0089,04/07/2016,3000
Product_1382,04/07/2016,20000
Product_0590,04/07/2016,360
Product_1391,04/07/2016,200
Product_1217,04/07/2016,20000
Product_0322,04/07/2016,5
Product_1453,04/07/2016,15000
Product_0453,04/07/2016,2
Product_1689,04/07/2016,3
Product_1924,04/07/2016,1
Product_0268,04/07/2016,1
Product_1880,04/07/2016,300
Product_1680,04/07/2016,5
Product_1891,04/07/2016,16
