,Product_Code,Date,Order_Demand
1020451,Product_0124,2016-10-03,7
1003057,Product_0613,2016-10-03,10
1020450,Product_0327,2016-10-03,1
1015880,Product_0410,2016-10-03,5
944327,Product_1287,2016-10-03,10000
1029995,Product_1385,2016-10-03,3000
911965,Product_2037,2016-10-03,90
865696,Product_1264,2016-10-03,250000
884720,Product_1152,2016-10-03,35000
884717,Product_1832,2016-10-03,15000
1020449,Product_0175,2016-10-03,100
942276,Product_0700,2016-10-03,50
1020448,Product_0336,2016-10-03,2
940890,Product_1295,2016-10-03,29000
942222,Product_0664,2016-10-03,2
961159,Product_1453,2016-10-03,1000
942180,Product_0709,2016-10-03,25
901523,Product_0437,2016-10-03,4
883907,Product_1244,2016-10-03,3200
883906,Product_1458,2016-10-03,1200
883905,Product_1377,2016-10-03,4900
1046807,Product_0332,2016-10-03,8
905329,Product_0349,2016-10-03,4
1001680,Product_1803,2016-10-03,1
973251,Product_1907,2016-10-03,100
944872,Product_2001,2016-10-03,100
974113,Product_1196,2016-10-03,300
974110,Product_1635,2016-10-03,3000
892074,Product_1997,2016-10-03,2000
944733,Product_1401,2016-10-03,10000
883767,Product_2006,2016-10-03,1300
973264,Product_1219,2016-10-03,1000
883757,Product_2006,2016-10-03,100
883908,Product_1377,2016-10-03,700
883910,Product_1458,2016-10-03,600
1015023,Product_0973,2016-10-03,100
905296,Product_0342,2016-10-03,6
858550,Product_1287,2016-10-03,5000
904735,Product_0349,2016-10-03,40
890312,Product_0613,2016-10-03,1
1028787,Product_1209,2016-10-03,400
883909,Product_1430,2016-10-03,4600
904721,Product_0213,2016-10-03,50
974181,Product_1233,2016-10-03,200000
915164,Product_1294,2016-10-03,10000
912951,Product_0184,2016-10-03,340
922954,Product_1401,2016-10-03,900
1013230,Product_1148,2016-10-03,5000
883911,Product_1244,2016-10-03,400
1004409,Product_0286,2016-10-03,10
1015024,Product_0979,2016-10-03,100
974010,Product_2001,2016-10-03,200
974002,Product_1969,2016-10-03,100
945283,Product_1030,2016-10-03,100
929427,Product_0973,2016-10-03,300
905381,Product_0495,2016-10-03,20
960991,Product_1825,2016-10-03,2500
960990,Product_1817,2016-10-03,2500
913038,Product_0286,2016-10-03,60
862012,Product_1754,2016-10-03,3
929426,Product_0981,2016-10-03,500
960967,Product_1016,2016-10-03,100
965801,Product_1274,2016-10-03,2000
913041,Product_0335,2016-10-03,50
913042,Product_0841,2016-10-03,1000
913043,Product_0284,2016-10-03,10
960338,Product_1241,2016-10-03,20000
862013,Product_1762,2016-10-03,2
1014768,Product_1460,2016-10-03,50
1004160,Product_1213,2016-10-03,100
1037008,Product_1518,2016-10-03,300
1037007,Product_1391,2016-10-03,300
973990,Product_1969,2016-10-03,1200
935564,Product_0613,2016-10-03,40
892554,Product_2004,2016-10-03,3000
1014767,Product_0087,2016-10-03,300
1001821,Product_0322,2016-10-03,2
865388,Product_1451,2016-10-03,2000
914885,Product_1455,2016-10-03,2500
942726,Product_1969,2016-10-03,200
865387,Product_1359,2016-10-03,15000
865386,Product_1274,2016-10-03,3000
981184,Product_2168,2016-10-03,10
960256,Product_0928,2016-10-03,1000
1015025,Product_0984,2016-10-03,100
992311,Product_0211,2016-10-03,2
1031055,Product_0609,2016-10-03,1
942629,Product_0613,2016-10-03,5
1031285,Product_0110,2016-10-03,18
1031286,Product_0582,2016-10-03,18
1004697,Product_0779,2016-10-03,5
1001252,Product_1974,2016-10-03,1
1001253,Product_1975,2016-10-03,1
1039550,Product_1921,2016-10-03,1
916049,Product_0712,2016-10-03,2
884279,Product_0424,2016-10-03,10000
1015225,Product_0692,2016-10-03,10
935998,Product_0711,2016-10-03,5
935999,Product_0796,2016-10-03,10
916050,Product_0792,2016-10-03,10
1001297,Product_1540,2016-10-03,100
937420,Product_1383,2016-10-03,1000
869408,Product_0021,2016-10-03,5000
1046978,Product_1965,2016-10-03,1
912519,Product_1452,2016-10-03,10000
1031240,Product_0645,2016-10-03,2
961158,Product_1378,2016-10-03,3000
1004726,Product_0756,2016-10-03,25
1004725,Product_0729,2016-10-03,25
912462,Product_1825,2016-10-03,100000
912461,Product_1106,2016-10-03,3000
1001202,Product_0785,2016-10-03,5
929661,Product_1371,2016-10-03,300
912515,Product_0407,2016-10-03,1000
912516,Product_1222,2016-10-03,20000
912517,Product_1295,2016-10-03,50000
912518,Product_1382,2016-10-03,30000
1001201,Product_0784,2016-10-03,5
1015198,Product_1823,2016-10-03,5000
916051,Product_0793,2016-10-03,10
937294,Product_0664,2016-10-03,10
873936,Product_1262,2016-10-03,2000
912662,Product_0215,2016-10-03,500
945005,Product_1407,2016-10-03,300000
884057,Product_0033,2016-10-03,500
912419,Product_0311,2016-10-03,144
904752,Product_2167,2016-10-03,32
868333,Product_1970,2016-10-03,5000
904751,Product_0312,2016-10-03,13
1028762,Product_1344,2016-10-03,1000
1015399,Product_0140,2016-10-03,72
1028763,Product_1439,2016-10-03,1000
1015412,Product_1699,2016-10-03,2
992339,Product_0936,2016-10-03,2500
1031064,Product_0029,2016-10-03,50
904881,Product_2138,2016-10-03,50
1028688,Product_1447,2016-10-03,3000
904917,Product_2167,2016-10-03,300
973146,Product_1158,2016-10-03,5000
1001322,Product_1710,2016-10-03,3
916052,Product_0794,2016-10-03,5
916053,Product_0795,2016-10-03,10
905169,Product_0622,2016-10-03,2
935689,Product_1709,2016-10-03,2
951531,Product_1554,2016-10-03,6000
951530,Product_1382,2016-10-03,15000
890192,Product_1262,2016-10-03,20000
951528,Product_1287,2016-10-03,30000
1001394,Product_0244,2016-10-03,20
904919,Product_1825,2016-10-03,2500
913044,Product_0275,2016-10-03,200
912350,Product_1891,2016-10-03,100
912349,Product_0325,2016-10-03,30
1022687,Product_1017,2016-10-03,50
923110,Product_0018,2016-10-03,1500
936274,Product_0023,2016-10-03,600
960406,Product_1355,2016-10-03,11000
942776,Product_1477,2016-10-03,500
940891,Product_1295,2016-10-03,11000
1014523,Product_0713,2016-10-03,5
1020740,Product_0901,2016-10-03,50
865331,Product_1153,2016-10-03,65000
1037208,Product_1016,2016-10-03,500
868039,Product_1279,2016-10-03,5000
1036457,Product_0025,2016-10-03,100
869078,Product_1360,2016-10-03,3000
1022083,Product_2038,2016-10-03,1
1022686,Product_0139,2016-10-03,10
945703,Product_0109,2016-10-03,10000
930587,Product_0753,2016-10-03,10
930588,Product_0749,2016-10-03,10
930589,Product_0802,2016-10-03,5
942413,Product_0716,2016-10-03,5
942412,Product_0715,2016-10-03,5
902683,Product_0453,2016-10-03,30
960768,Product_1427,2016-10-03,1000
1002182,Product_0627,2016-10-03,3
942411,Product_0714,2016-10-03,5
942414,Product_0738,2016-10-03,5
945809,Product_1191,2016-10-03,1750
945810,Product_1191,2016-10-03,250
912173,Product_1017,2016-10-03,2500
1046170,Product_1658,2016-10-03,12
865305,Product_0021,2016-10-03,2000
1013640,Product_1463,2016-10-03,1000
1013641,Product_1512,2016-10-03,1000
1013642,Product_1540,2016-10-03,400
991611,Product_2169,2016-10-03,1
1046169,Product_1659,2016-10-03,12
865262,Product_0608,2016-10-03,5
1005261,Product_0932,2016-10-03,1000
1012547,Product_0361,2016-10-03,1
1042728,Product_1435,2016-10-03,1000
942174,Product_0713,2016-10-03,45
942179,Product_0707,2016-10-03,25
1042727,Product_1345,2016-10-03,3000
1042729,Product_1481,2016-10-03,1000
865306,Product_0033,2016-10-03,3000
952053,Product_1544,2016-10-03,250
912172,Product_0228,2016-10-03,150
905674,Product_0495,2016-10-03,4
1002308,Product_1804,2016-10-03,6
1002309,Product_2032,2016-10-03,30000
868038,Product_0943,2016-10-03,1000
1029333,Product_1175,2016-10-03,30
929338,Product_1661,2016-10-03,12
952066,Product_0973,2016-10-03,500
865307,Product_2004,2016-10-03,1000
1047146,Product_0431,2016-10-03,100
874879,Product_1023,2016-10-03,200
944572,Product_1416,2016-10-03,100
868031,Product_1359,2016-10-03,100000
874606,Product_1268,2016-10-03,1000
1015599,Product_0792,2016-10-03,100
1046028,Product_1346,2016-10-03,1000
1046029,Product_1290,2016-10-03,3000
1046030,Product_1314,2016-10-03,1000
1046031,Product_1392,2016-10-03,1000
958189,Product_1555,2016-10-03,3000
1013467,Product_1391,2016-10-03,400
1046027,Product_1242,2016-10-03,1000
958188,Product_1492,2016-10-03,500
1031505,Product_0172,2016-10-03,2
958187,Product_1456,2016-10-03,12500
884503,Product_0200,2016-10-03,50
884504,Product_0211,2016-10-03,100
1046032,Product_1429,2016-10-03,1000
958186,Product_1453,2016-10-03,25000
937892,Product_1493,2016-10-03,500
913164,Product_0407,2016-10-03,3000
979908,Product_0977,2016-10-03,0
912348,Product_0845,2016-10-03,5000
912347,Product_0287,2016-10-03,1000
913045,Product_1678,2016-10-03,100
912346,Product_0286,2016-10-03,500
992921,Product_1429,2016-10-03,1500
913046,Product_1678,2016-10-03,200
981099,Product_2120,2016-10-03,20
981097,Product_2116,2016-10-03,20
913078,Product_2168,2016-10-03,200
1001950,Product_1992,2016-10-03,1000
973311,Product_1032,2016-10-03,1000
1042788,Product_0141,2016-10-03,200
981098,Product_2118,2016-10-03,50
914884,Product_1381,2016-10-03,5000
914883,Product_1377,2016-10-03,5000
1003849,Product_0940,2016-10-03,200
979957,Product_0304,2016-10-03,4
958183,Product_1295,2016-10-03,30000
958182,Product_1294,2016-10-03,30000
1003853,Product_2010,2016-10-03,100
955815,Product_1232,2016-10-03,1000
876026,Product_1452,2016-10-03,5000
1022684,Product_1144,2016-10-03,2
1022685,Product_0236,2016-10-03,12
940436,Product_1401,2016-10-03,1000
955813,Product_1355,2016-10-03,50000
1015598,Product_0791,2016-10-03,100
1005116,Product_1970,2016-10-03,1000
942415,Product_0792,2016-10-03,5
958184,Product_1378,2016-10-03,25000
940438,Product_0410,2016-10-03,10
890514,Product_0096,2016-10-03,250
967296,Product_1540,2016-10-03,900
914845,Product_1554,2016-10-03,1000
1005090,Product_1134,2016-10-03,100
960145,Product_0776,2016-10-03,10
1002033,Product_1303,2016-10-03,300
1002034,Product_1389,2016-10-03,200
1002035,Product_1415,2016-10-03,200
1002036,Product_1473,2016-10-03,100
958185,Product_1381,2016-10-03,10000
955817,Product_1247,2016-10-03,4000
955816,Product_1403,2016-10-03,3000
1015600,Product_0795,2016-10-03,100
1044251,Product_0767,2016-10-03,25
922223,Product_1378,2016-10-03,10000
1035540,Product_0843,2016-10-03,10
1035539,Product_0839,2016-10-03,20
927466,Product_1656,2016-10-03,24
887311,Product_1359,2016-10-03,10000
917760,Product_1304,2016-10-03,100
917761,Product_1307,2016-10-03,100
917762,Product_1308,2016-10-03,100
954130,Product_0013,2016-10-03,200
1024667,Product_0820,2016-10-03,1
917763,Product_1456,2016-10-03,10000
1016870,Product_0631,2016-10-03,4
939547,Product_0942,2016-10-03,300
927467,Product_1667,2016-10-03,10
927468,Product_1672,2016-10-03,20
867657,Product_1274,2016-10-03,25000
867267,Product_1264,2016-10-03,20000
863934,Product_0795,2016-10-03,50
878295,Product_1359,2016-10-03,25000
878296,Product_1393,2016-10-03,1000
863933,Product_0792,2016-10-03,50
863932,Product_0791,2016-10-03,50
1018843,Product_2039,2016-10-03,1
1018844,Product_1750,2016-10-03,1
1018845,Product_1767,2016-10-03,4
887380,Product_1274,2016-10-03,5000
933158,Product_0142,2016-10-03,10
927543,Product_0981,2016-10-03,250
1040668,Product_1816,2016-10-03,2
908363,Product_0615,2016-10-03,10
908364,Product_0622,2016-10-03,13
899516,Product_0966,2016-10-03,20
1016749,Product_2035,2016-10-03,10000
1026212,Product_0645,2016-10-03,25
1027073,Product_0867,2016-10-03,2
1032843,Product_0835,2016-10-03,100
999151,Product_0685,2016-10-03,200
999150,Product_0677,2016-10-03,1700
1032844,Product_1427,2016-10-03,200
1048362,Product_0265,2016-10-03,1
927200,Product_1629,2016-10-03,300
927199,Product_1241,2016-10-03,10000
927198,Product_1456,2016-10-03,2500
927196,Product_1222,2016-10-03,6000
927195,Product_1209,2016-10-03,1000
927544,Product_0983,2016-10-03,250
899620,Product_1844,2016-10-03,1
927194,Product_1196,2016-10-03,1000
899618,Product_0432,2016-10-03,1
927193,Product_1909,2016-10-03,43
987311,Product_1847,2016-10-03,300
927192,Product_1530,2016-10-03,500
925788,Product_1470,2016-10-03,600
927191,Product_1519,2016-10-03,1000
927190,Product_0410,2016-10-03,40
857743,Product_1878,2016-10-03,400
925789,Product_1382,2016-10-03,10000
927189,Product_0409,2016-10-03,20
927188,Product_0408,2016-10-03,500
987252,Product_0349,2016-10-03,10
899619,Product_1814,2016-10-03,1
927545,Product_0984,2016-10-03,500
860103,Product_1571,2016-10-03,4000
1024666,Product_0817,2016-10-03,1
1048292,Product_0186,2016-10-03,10
1048291,Product_0185,2016-10-03,10
1048290,Product_0184,2016-10-03,10
1048289,Product_0183,2016-10-03,10
1048288,Product_0181,2016-10-03,10
943336,Product_1430,2016-10-03,800
885974,Product_1248,2016-10-03,10000
1017869,Product_1164,2016-10-03,20000
1019498,Product_0644,2016-10-03,2
899241,Product_1093,2016-10-03,80
899240,Product_2114,2016-10-03,128
899239,Product_2111,2016-10-03,192
899238,Product_2109,2016-10-03,128
1048293,Product_0188,2016-10-03,10
899237,Product_1777,2016-10-03,6
1011039,Product_0361,2016-10-03,50
1011038,Product_0183,2016-10-03,200
984389,Product_0979,2016-10-03,400
1026803,Product_0141,2016-10-03,100
908190,Product_0226,2016-10-03,50
1045057,Product_1504,2016-10-03,500
970333,Product_1451,2016-10-03,10000
943347,Product_1356,2016-10-03,3000
949671,Product_1456,2016-10-03,2000
949670,Product_1382,2016-10-03,16000
963687,Product_1372,2016-10-03,600
949669,Product_1295,2016-10-03,1000
941841,Product_2103,2016-10-03,10
886519,Product_0931,2016-10-03,20000
1048294,Product_0337,2016-10-03,1
952790,Product_1377,2016-10-03,2000
1045097,Product_2039,2016-10-03,5
1006905,Product_0363,2016-10-03,1
963871,Product_0083,2016-10-03,5000
963870,Product_0083,2016-10-03,3000
1039113,Product_0325,2016-10-03,6
1039112,Product_0325,2016-10-03,5
1039110,Product_1681,2016-10-03,2
1011215,Product_1720,2016-10-03,1
1039109,Product_0334,2016-10-03,1
1039108,Product_0341,2016-10-03,4
976829,Product_0211,2016-10-03,50
984390,Product_0979,2016-10-03,0
872313,Product_0213,2016-10-03,50
1043704,Product_1222,2016-10-03,200
987111,Product_0202,2016-10-03,50
976855,Product_0122,2016-10-03,50
1008399,Product_1061,2016-10-03,12
947603,Product_0408,2016-10-03,125
1008398,Product_1052,2016-10-03,12
947602,Product_1463,2016-10-03,1500
947601,Product_1540,2016-10-03,500
976856,Product_0123,2016-10-03,250
1007077,Product_0140,2016-10-03,48
1007078,Product_0338,2016-10-03,1
947600,Product_1512,2016-10-03,500
957070,Product_0788,2016-10-03,10
867660,Product_1242,2016-10-03,5000
867662,Product_1451,2016-10-03,4000
1044117,Product_1295,2016-10-03,300
1008840,Product_1687,2016-10-03,15
1006231,Product_0111,2016-10-03,6
909422,Product_0628,2016-10-03,2
1038669,Product_0198,2016-10-03,6
896361,Product_2082,2016-10-03,50
860938,Product_0096,2016-10-03,3000
860937,Product_0070,2016-10-03,1000
943148,Product_1981,2016-10-03,600
897636,Product_0206,2016-10-03,40
893851,Product_1248,2016-10-03,1000
893870,Product_1359,2016-10-03,11000
999474,Product_0159,2016-10-03,16
999472,Product_0159,2016-10-03,100
880228,Product_1467,2016-10-03,3000
999471,Product_1891,2016-10-03,16
1008758,Product_0407,2016-10-03,100
949725,Product_1430,2016-10-03,4000
949724,Product_1372,2016-10-03,4000
899938,Product_0977,2016-10-03,1500
910770,Product_1614,2016-10-03,10
910769,Product_0016,2016-10-03,300
1009922,Product_0940,2016-10-03,2000
1016598,Product_1387,2016-10-03,900
897693,Product_0136,2016-10-03,4
1041824,Product_1312,2016-10-03,500
872608,Product_1403,2016-10-03,35000
959744,Product_1612,2016-10-03,1000
959743,Product_1612,2016-10-03,3000
962660,Product_1294,2016-10-03,5000
969040,Product_1868,2016-10-03,1
962661,Product_1377,2016-10-03,6000
1011749,Product_1635,2016-10-03,5000
949097,Product_1512,2016-10-03,2000
1006101,Product_0973,2016-10-03,1200
1023300,Product_0276,2016-10-03,40
1023301,Product_0281,2016-10-03,10
1043414,Product_1278,2016-10-03,2000
925393,Product_1675,2016-10-03,1
1043418,Product_1222,2016-10-03,300
1023302,Product_0159,2016-10-03,2
996969,Product_1594,2016-10-03,100
1023303,Product_0160,2016-10-03,1
910919,Product_0743,2016-10-03,50
999622,Product_0824,2016-10-03,1
999617,Product_1787,2016-10-03,25000
939808,Product_1513,2016-10-03,10000
939807,Product_1410,2016-10-03,10000
939806,Product_1250,2016-10-03,20000
968753,Product_1501,2016-10-03,1000
859812,Product_1281,2016-10-03,2000
949093,Product_0408,2016-10-03,1500
1018222,Product_1469,2016-10-03,100
996149,Product_1570,2016-10-03,2000
949095,Product_0410,2016-10-03,20
949096,Product_1463,2016-10-03,6000
872767,Product_0021,2016-10-03,5000
999576,Product_2165,2016-10-03,10
999575,Product_1094,2016-10-03,10
1009744,Product_1478,2016-10-03,200
941840,Product_2102,2016-10-03,10
999402,Product_2127,2016-10-03,3
961824,Product_1377,2016-10-03,15000
1010018,Product_2144,2016-10-03,5
961825,Product_1378,2016-10-03,15000
971962,Product_2089,2016-10-03,12
961828,Product_1453,2016-10-03,10000
961829,Product_1554,2016-10-03,5000
860021,Product_0893,2016-10-03,10
860022,Product_0889,2016-10-03,350
866520,Product_1279,2016-10-03,1000
961830,Product_1555,2016-10-03,5000
860023,Product_0892,2016-10-03,190
860024,Product_0894,2016-10-03,70
878292,Product_1520,2016-10-03,6000
878293,Product_1521,2016-10-03,2000
1025731,Product_1017,2016-10-03,200
894058,Product_0976,2016-10-03,500
953572,Product_0631,2016-10-03,10
971949,Product_1116,2016-10-03,8
867686,Product_1991,2016-10-03,100
971948,Product_1115,2016-10-03,40
971947,Product_1113,2016-10-03,4
971945,Product_1112,2016-10-03,4
1016738,Product_1790,2016-10-03,1000
878291,Product_1393,2016-10-03,3000
999401,Product_2124,2016-10-03,4
961822,Product_1294,2016-10-03,20000
961820,Product_1286,2016-10-03,30000
1019825,Product_1458,2016-10-03,1000
1019824,Product_1452,2016-10-03,1000
1019823,Product_1387,2016-10-03,1000
1009951,Product_1541,2016-10-03,100
906945,Product_0453,2016-10-03,2
928580,Product_0016,2016-10-03,2000
928579,Product_1987,2016-10-03,300
1025664,Product_1314,2016-10-03,2000
932323,Product_1674,2016-10-03,3
932322,Product_1714,2016-10-03,3
1044468,Product_0993,2016-10-03,100
1045215,Product_1016,2016-10-03,200
906977,Product_0458,2016-10-03,2
932321,Product_1668,2016-10-03,3
1023659,Product_1869,2016-10-03,1
906983,Product_0200,2016-10-03,143
1044033,Product_1991,2016-10-03,1000
1048387,Product_1761,2016-10-03,3
985792,Product_0191,2016-10-03,12
1048386,Product_1749,2016-10-03,3
906998,Product_0193,2016-10-03,404
976523,Product_1291,2016-10-03,500
963997,Product_0991,2016-10-03,1500
963996,Product_0986,2016-10-03,5000
963995,Product_0981,2016-10-03,5000
1019769,Product_0654,2016-10-03,15
950891,Product_0025,2016-10-03,1000
918796,Product_2065,2016-10-03,10
954158,Product_0479,2016-10-03,100
998236,Product_1182,2016-10-03,100
998235,Product_0551,2016-10-03,500
998234,Product_1739,2016-10-03,2000
977079,Product_1776,2016-10-03,3
998233,Product_1740,2016-10-03,1000
998229,Product_1128,2016-10-03,3000
886376,Product_0033,2016-10-03,1000
998222,Product_1589,2016-10-03,500
998218,Product_1589,2016-10-03,1000
958624,Product_0979,2016-10-03,1000
1024537,Product_0715,2016-10-03,30
1019343,Product_1816,2016-10-03,1
1019342,Product_1815,2016-10-03,1
986327,Product_1669,2016-10-03,12
975824,Product_0273,2016-10-03,100
963153,Product_1806,2016-10-03,1
909825,Product_1039,2016-10-03,100
909826,Product_2001,2016-10-03,300
975803,Product_0412,2016-10-03,2
863733,Product_1151,2016-10-03,50000
977116,Product_0311,2016-10-03,8
977117,Product_1772,2016-10-03,1
986774,Product_1423,2016-10-03,400
986773,Product_1422,2016-10-03,400
986772,Product_1417,2016-10-03,400
941816,Product_0578,2016-10-03,10
963154,Product_2033,2016-10-03,20000
998237,Product_1587,2016-10-03,1000
1010718,Product_0119,2016-10-03,2
998239,Product_1738,2016-10-03,1000
867345,Product_0620,2016-10-03,1
1040881,Product_0011,2016-10-03,600
1008074,Product_0409,2016-10-03,2
1047995,Product_1194,2016-10-03,200
950407,Product_2167,2016-10-03,7
1017267,Product_0614,2016-10-03,1
1024192,Product_1315,2016-10-03,1000
1024193,Product_1430,2016-10-03,1000
1008023,Product_0935,2016-10-03,1000
1008073,Product_0407,2016-10-03,50
886378,Product_0031,2016-10-03,500
1017282,Product_0621,2016-10-03,1
926499,Product_2025,2016-10-03,1000
886377,Product_0020,2016-10-03,100
977077,Product_1776,2016-10-03,11
977078,Product_1777,2016-10-03,3
953312,Product_0685,2016-10-03,100
952889,Product_1021,2016-10-03,500
998243,Product_0368,2016-10-03,1000
998242,Product_1744,2016-10-03,1000
1008072,Product_0062,2016-10-03,500
941815,Product_0572,2016-10-03,5
941814,Product_0571,2016-10-03,10
941813,Product_0570,2016-10-03,10
927850,Product_0823,2016-10-03,8
1024381,Product_1841,2016-10-03,2000
941804,Product_1777,2016-10-03,12
950374,Product_0294,2016-10-03,48
950373,Product_0502,2016-10-03,8
950372,Product_0294,2016-10-03,70
895180,Product_2091,2016-10-03,20
895179,Product_2089,2016-10-03,200
958683,Product_1347,2016-10-03,3000
864349,Product_1383,2016-10-03,200
958684,Product_1483,2016-10-03,3000
998030,Product_1264,2016-10-03,2000
864350,Product_1454,2016-10-03,200
941811,Product_0568,2016-10-03,10
998029,Product_0077,2016-10-03,2000
1048059,Product_0819,2016-10-03,1
895178,Product_2088,2016-10-03,30
895177,Product_2085,2016-10-03,20
998013,Product_1241,2016-10-03,9000
998012,Product_1241,2016-10-03,7000
860471,Product_1652,2016-10-03,10000
895176,Product_2082,2016-10-03,200
1026183,Product_1841,2016-10-03,8000
1026184,Product_1149,2016-10-03,15000
864351,Product_1289,2016-10-03,1000
998004,Product_1241,2016-10-03,1000
956294,Product_0975,2016-10-03,1000
864352,Product_1254,2016-10-03,100
998028,Product_1465,2016-10-03,1000
941812,Product_0569,2016-10-03,10
1026255,Product_1836,2016-10-03,1
986340,Product_0997,2016-10-03,6900
907884,Product_2167,2016-10-03,22
1019128,Product_1964,2016-10-03,1
950397,Product_0333,2016-10-03,11
928325,Product_0765,2016-10-03,4
907728,Product_0463,2016-10-03,12
867394,Product_1981,2016-10-03,100
1007704,Product_1991,2016-10-03,500
871870,Product_1235,2016-10-03,30000
907755,Product_0453,2016-10-03,45
907756,Product_0491,2016-10-03,15
1038844,Product_0489,2016-10-03,210
1007919,Product_0546,2016-10-03,10
907854,Product_0349,2016-10-03,26
907785,Product_0202,2016-10-03,1618
907786,Product_0204,2016-10-03,541
907787,Product_0206,2016-10-03,347
907788,Product_0208,2016-10-03,142
907789,Product_0209,2016-10-03,1746
907790,Product_0213,2016-10-03,627
907791,Product_0412,2016-10-03,20
895201,Product_0325,2016-10-03,20
907843,Product_2138,2016-10-03,200
956337,Product_1134,2016-10-03,500
1024383,Product_1841,2016-10-03,1000
950384,Product_0138,2016-10-03,76
983493,Product_1368,2016-10-03,0
867343,Product_0613,2016-10-03,2
907619,Product_1470,2016-10-03,200
907620,Product_1740,2016-10-03,12000
941838,Product_2100,2016-10-03,50
969599,Product_0582,2016-10-03,480
969600,Product_0586,2016-10-03,240
941837,Product_2098,2016-10-03,20
969601,Product_0588,2016-10-03,120
969602,Product_0596,2016-10-03,120
860640,Product_1264,2016-10-03,4000
969609,Product_0115,2016-10-03,360
969611,Product_0110,2016-10-03,240
927623,Product_0816,2016-10-03,10
860160,Product_1359,2016-10-03,50000
969613,Product_0105,2016-10-03,120
